evicted_count,layer_bin,layer_label,layer_source,layer_source_label,policy,retained_count,retention_fraction,role,token_bin
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,40.0,1.0,user,47
38.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,4.0,0.09523809523809523,system,0
34.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,6.0,0.15,system,1
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,13.0,1.0,system,2
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,13.0,1.0,system,3
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,18.0,1.0,system,4
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,13.0,1.0,system,5
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,14.0,1.0,system,6
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,13.0,1.0,system,7
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,16.0,1.0,system,8
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,14.0,1.0,system,9
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,15.0,1.0,system,10
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,12.0,1.0,system,11
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,16.0,1.0,system,12
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,15.0,1.0,system,13
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,14.0,1.0,system,14
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,12.0,1.0,system,15
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,16.0,1.0,system,16
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,15.0,1.0,system,17
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,14.0,1.0,system,18
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,12.0,1.0,system,19
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,18.0,1.0,system,20
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,14.0,1.0,system,21
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,12.0,1.0,system,22
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,12.0,1.0,system,23
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,19.0,1.0,system,24
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,10.0,1.0,system,25
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,10.0,1.0,system,26
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,10.0,1.0,system,27
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,14.0,1.0,system,28
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,10.0,1.0,system,29
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,11.0,1.0,system,30
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,9.0,1.0,system,31
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,11.0,1.0,system,32
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,6.0,1.0,system,33
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,3.0,1.0,system,34
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,2.0,1.0,system,35
6.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,20.0,0.7692307692307693,template,0
8.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,10.0,0.5555555555555556,template,1
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,1.0,1.0,template,24
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,2.0,1.0,template,25
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,4.0,1.0,template,26
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,1.0,1.0,template,27
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,2.0,1.0,template,32
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,5.0,1.0,template,33
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,8.0,1.0,template,34
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,5.0,1.0,template,35
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,8.0,1.0,template,36
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,3.0,1.0,template,37
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,1.0,1.0,template,38
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,6.0,1.0,template,45
