evicted_count,layer_bin,layer_label,layer_source,layer_source_label,policy,retained_count,retention_fraction,role,token_bin
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,4864.0,1.0,system,20
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,4504.0,1.0,system,21
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,4089.0,1.0,system,22
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,2792.0,1.0,system,23
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,3586.0,1.0,system,24
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,2812.0,1.0,system,25
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,2390.0,1.0,system,26
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,2186.0,1.0,system,27
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,2020.0,1.0,system,28
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,1641.0,1.0,system,29
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,1559.0,1.0,system,30
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,1240.0,1.0,system,31
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,1282.0,1.0,system,32
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,1010.0,1.0,system,33
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,797.0,1.0,system,34
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,600.0,1.0,system,35
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,494.0,1.0,system,36
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,297.0,1.0,system,37
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,150.0,1.0,system,38
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,63.0,1.0,system,39
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,7.0,1.0,system,40
411.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,8525.0,0.9540062667860341,template,0
701.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,9444.0,0.9309019221291277,template,1
771.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,8320.0,0.9151908480915191,template,2
492.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,7212.0,0.9361370716510904,template,3
170.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,4857.0,0.9661826138850209,template,4
116.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,3533.0,0.9682104686215401,template,5
